fund_id,date,lr,ratio_immediate,ratio_settled,n_settled_obs,label,scheme_name,rebase_shape
INF084M01DM9,2014-11-13,-0.5381433568459079,0.5942491250871932,0.6014779617363517,26,REBASE,Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,"not round -- check individually, may be a real event"
INF090I01GK1,2025-04-28,0.9906096533930328,2.6930615051357347,,0,INSUFFICIENT_FORWARD_DATA,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,"not round -- check individually, may be a real event"
INF090I01TH0,2023-09-01,1.2699055397012011,3.563001745200698,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,"not round -- check individually, may be a real event"
INF090I01TP3,2023-09-01,1.2698875487414092,3.5633710444335134,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,"not round -- check individually, may be a real event"
INF090I01TX7,2023-09-01,1.2695309586920038,3.5619513279253248,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan,"not round -- check individually, may be a real event"
INF090I01UJ4,2023-09-01,1.269110723685656,3.56041986687148,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,"not round -- check individually, may be a real event"
INF090I01UY3,2023-09-01,1.2699015657999073,3.5630884761456625,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,"not round -- check individually, may be a real event"
INF090I01WH4,2020-12-30,0.3751610595265322,1.4552257737189245,,0,INSUFFICIENT_FORWARD_DATA,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,"not round -- check individually, may be a real event"
INF109K01K60,2013-10-22,0.49839670374695344,1.64608,1.65955,26,REBASE,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,"not round -- check individually, may be a real event"
INF109KC11G1,2022-08-17,2.3027232269386047,10.008487813427912,10.054515234933465,26,REBASE,ICICI Prudential Overnight Fund - Direct Plan - Growth,round x10 -- likely face-value change
INF173K01GU0,2013-03-24,-0.46949404569008957,0.6256323444751974,0.630928996146466,26,REBASE,Principal Cash Management Fund - Direct Plan - Growth Option,"not round -- check individually, may be a real event"
INF174K01MW2,2013-01-20,4.605631877579014,100.09279447659489,100.84961534185071,26,REBASE,Kotak Money Market Fund - (Growth) - Direct,round x100 -- likely face-value change
INF174K01NE8,2013-01-20,4.605632255471924,100.09199009718951,100.84243371402427,26,REBASE,Kotak Liquid Fund - Direct Plan - Growth,round x100 -- likely face-value change
INF179KB1HP9,2015-08-30,4.605593761284932,100.0844183366435,100.79850463950567,26,REBASE,HDFC Liquid Fund - Growth Option - Direct Plan,round x100 -- likely face-value change
